transaction_id,customer_id,transaction_date,amount,merchant_category,location,device_type,hour,day_of_week,is_weekend,avg_amount,std_amount,transaction_count,is_fraud,risk_score,alert_date,status,reviewed_by
2111,1806,2025-10-08 09:53:40.443031,178.87312013985868,Retail,Domestic,Mobile,9,2,0,178.87312013985868,,1,1,0,2025-10-08 09:53:40.443031,Pending,System
2129,2333,2025-08-12 01:51:19.443031,37.95718914804157,Retail,International,Online,1,1,0,52.18590346246879,43.00604337189455,4,1,35,2025-08-12 01:51:19.443031,Confirmed,Analyst_2
2143,2911,2025-09-06 04:26:46.443031,2.243649455716463,Grocery,Domestic,Online,4,5,1,21.929694391658177,25.261984405836195,3,1,25,2025-09-06 04:26:46.443031,Confirmed,Analyst_2
2181,4394,2025-08-09 12:21:09.443031,191.44263705883088,Gas Station,Domestic,Online,12,5,1,111.09375612439995,113.63047713897323,2,1,10,2025-08-09 12:21:09.443031,Pending,Analyst_2
2190,1169,2025-10-14 05:54:38.443031,2.0716148762113358,Travel,International,Online,5,1,0,2.0716148762113358,,1,1,35,2025-10-14 05:54:38.443031,Confirmed,Analyst_2
2242,4642,2025-08-13 07:06:20.443031,209.7495053472576,Online,Domestic,POS,7,2,0,99.331077566513,70.95630729081792,5,1,0,2025-08-13 07:06:20.443031,Confirmed,Analyst_1
2250,2193,2025-10-23 22:16:51.443031,32.70930001934992,Travel,International,Mobile,22,3,0,32.70930001934992,,1,1,20,2025-10-23 22:16:51.443031,False Positive,Analyst_1
2268,4508,2025-10-09 16:16:52.443031,217.52673142104624,Retail,Domestic,POS,16,3,0,93.07324850119163,107.9644898859332,4,1,0,2025-10-09 16:16:52.443031,False Positive,System
2426,2709,2025-09-07 01:56:11.443031,10.651814139098732,Restaurant,Domestic,Online,1,6,1,29.734519103092307,26.987020166844097,2,1,25,2025-09-07 01:56:11.443031,Pending,Analyst_1
2466,3768,2025-10-03 05:46:31.443031,55.70344701958334,Restaurant,International,Mobile,5,4,0,31.990939692155916,24.270491701307108,4,1,35,2025-10-03 05:46:31.443031,Pending,Analyst_2
2481,3848,2025-09-25 06:07:06.443031,231.38374958097313,Gas Station,Domestic,POS,6,3,0,87.73267946715434,98.38948923913557,4,1,0,2025-09-25 06:07:06.443031,Pending,System
2499,2109,2025-09-21 08:30:05.443031,25.307402892492515,Online,Domestic,POS,8,6,1,28.984174976820853,5.199740947411924,2,1,10,2025-09-21 08:30:05.443031,Confirmed,Analyst_1
2563,1021,2025-09-29 01:50:46.443031,167.18013149189326,Retail,Domestic,Online,1,0,0,41.14018953991565,64.47936857117601,6,1,15,2025-09-29 01:50:46.443031,Confirmed,Analyst_2
2570,1873,2025-10-25 01:00:57.443031,4.916897838327785,Restaurant,Domestic,POS,1,5,1,31.945233879776005,27.67096092978917,4,1,25,2025-10-25 01:00:57.443031,Pending,System
2586,4427,2025-08-17 21:50:24.443031,285.43891567537963,Travel,Domestic,POS,21,6,1,122.25722005263886,142.3731206982008,3,1,10,2025-08-17 21:50:24.443031,False Positive,System
2587,1684,2025-10-17 00:55:59.443031,69.4730146057002,Retail,International,Online,0,4,0,68.51864022716114,57.99209438461531,9,1,35,2025-10-17 00:55:59.443031,Confirmed,Analyst_1
2601,1548,2025-08-20 02:55:56.443031,154.09898792397993,Online,Domestic,POS,2,2,0,87.35621973516685,94.38852796294306,2,1,15,2025-08-20 02:55:56.443031,Confirmed,Analyst_2
2605,2082,2025-09-26 10:34:54.443031,211.76361892871626,Gas Station,Domestic,POS,10,4,0,90.71025139647428,71.50424417036858,7,1,0,2025-09-26 10:34:54.443031,Confirmed,Analyst_1
2667,3147,2025-08-09 22:11:41.443031,1.5654845707071583,Restaurant,Domestic,Online,22,5,1,1.5654845707071583,,1,1,10,2025-08-09 22:11:41.443031,Confirmed,System
2669,1477,2025-08-31 04:14:39.443031,0.6547793775704173,Retail,International,POS,4,6,1,14.429282062747427,14.905164891815126,3,1,45,2025-08-31 04:14:39.443031,Confirmed,Analyst_2
2689,3008,2025-07-31 13:30:23.443031,18.932644785842875,Retail,Domestic,POS,13,3,0,21.05949600779042,3.0078218432280055,2,1,0,2025-07-31 13:30:23.443031,False Positive,System
2791,2246,2025-10-11 19:55:00.443031,241.9952012268837,Grocery,Domestic,POS,19,5,1,128.12820703885436,104.63693978526078,3,1,10,2025-10-11 19:55:00.443031,Pending,System
2836,3791,2025-09-09 07:13:11.443031,149.99826688249271,Travel,Domestic,POS,7,1,0,114.20623822799264,38.91251352490804,3,1,0,2025-09-09 07:13:11.443031,Confirmed,Analyst_2
2839,1986,2025-08-24 16:46:13.443031,2.9414873934559167,Online,Domestic,POS,16,6,1,2.9414873934559167,,1,1,10,2025-08-24 16:46:13.443031,Pending,Analyst_1
2895,4136,2025-10-21 19:46:17.443031,2.026060715679061,Retail,Domestic,Mobile,19,1,0,26.281962729164604,26.257345014516588,5,1,0,2025-10-21 19:46:17.443031,Confirmed,System
2916,4021,2025-10-02 00:05:48.443031,21.80736200608797,Restaurant,International,Online,0,3,0,28.916320680018753,12.221003613064376,4,1,35,2025-10-02 00:05:48.443031,Confirmed,Analyst_2
2954,2014,2025-08-23 14:50:43.443031,29.812223832073414,Gas Station,Domestic,POS,14,5,1,33.67269913060365,24.167149718305303,5,1,10,2025-08-23 14:50:43.443031,Pending,Analyst_1
2998,4179,2025-09-18 22:36:56.443031,181.99033704277434,Retail,Domestic,POS,22,3,0,87.15303018053834,91.09038594181396,3,1,0,2025-09-18 22:36:56.443031,Pending,Analyst_1
3010,1035,2025-08-04 01:22:03.443031,16.65465457824755,Online,Domestic,POS,1,0,0,43.318050217372374,19.16048917901376,5,1,15,2025-08-04 01:22:03.443031,Pending,System
3030,4976,2025-08-09 16:02:06.443031,150.73693979444275,Retail,Domestic,Online,16,5,1,63.91606942670319,77.73626794156029,3,1,10,2025-08-09 16:02:06.443031,Confirmed,Analyst_2
3063,3734,2025-09-14 08:22:15.443031,65.56206324886139,Online,Domestic,Online,8,6,1,86.84047691647538,83.92287052219073,4,1,10,2025-09-14 08:22:15.443031,Confirmed,Analyst_1
3069,1630,2025-09-14 06:17:05.443031,273.66173348935433,Retail,Domestic,POS,6,6,1,128.7395874151762,128.57748824849256,3,1,10,2025-09-14 06:17:05.443031,False Positive,Analyst_2
3112,3668,2025-08-04 02:40:10.443031,22.27867603005749,Gas Station,Domestic,Mobile,2,0,0,41.9603934965183,17.19869295410916,5,1,15,2025-08-04 02:40:10.443031,Pending,Analyst_1
3126,4046,2025-09-04 05:11:24.443031,61.92360027795475,Restaurant,International,POS,5,3,0,50.66624212249864,11.192615894729288,3,1,35,2025-09-04 05:11:24.443031,Pending,Analyst_2
3170,4374,2025-10-04 18:48:41.443031,44.31177316238579,Travel,Domestic,Mobile,18,5,1,71.60137578587243,68.95843762835824,6,1,10,2025-10-04 18:48:41.443031,Confirmed,Analyst_2
3176,3717,2025-09-01 17:39:50.443031,174.40214427191265,Grocery,Domestic,POS,17,0,0,138.54466784350234,106.26913405901273,3,1,0,2025-09-01 17:39:50.443031,Pending,Analyst_2
3179,3959,2025-08-07 14:43:30.443031,10.496615010677706,Restaurant,Domestic,Mobile,14,3,0,35.71130382369611,22.23628307539665,5,1,0,2025-08-07 14:43:30.443031,Pending,System
3181,1656,2025-09-22 15:27:09.443031,92.08103472515239,Gas Station,Domestic,Online,15,0,0,66.92929196480999,64.32495096715695,4,1,0,2025-09-22 15:27:09.443031,Confirmed,Analyst_1
3278,2811,2025-08-17 02:19:13.443031,159.9971043893296,Retail,International,POS,2,6,1,69.66186014411025,80.86684399093531,3,1,45,2025-08-17 02:19:13.443031,False Positive,Analyst_1
3280,4839,2025-10-04 10:04:11.443031,77.59615030596574,Retail,Domestic,POS,10,5,1,52.11976420092757,37.6814009222592,5,1,10,2025-10-04 10:04:11.443031,False Positive,System
3297,4507,2025-10-15 10:17:08.443031,197.2485425772694,Grocery,Domestic,POS,10,2,0,102.26722730375215,69.61392405911148,4,1,0,2025-10-15 10:17:08.443031,Pending,Analyst_1
3313,4244,2025-09-12 11:39:49.443031,212.93186641698537,Online,Domestic,Mobile,11,4,0,135.5418879361617,109.44595715934284,2,1,0,2025-09-12 11:39:49.443031,Pending,Analyst_1
3365,1399,2025-08-05 15:47:11.443031,156.43024975021768,Restaurant,Domestic,Online,15,1,0,81.6925680862249,105.69504302954158,2,1,0,2025-08-05 15:47:11.443031,Confirmed,System
3371,2575,2025-10-06 04:18:51.443031,72.57116131395232,Restaurant,Domestic,Mobile,4,0,0,72.57116131395232,,1,1,15,2025-10-06 04:18:51.443031,Confirmed,System
3381,1421,2025-10-25 06:13:56.443031,190.82069746512315,Travel,Domestic,Online,6,5,1,71.9971834199724,80.38130884446345,4,1,10,2025-10-25 06:13:56.443031,Confirmed,System
3382,4302,2025-07-31 12:00:21.443031,258.2591780568083,Grocery,Domestic,POS,12,3,0,96.87366053486541,140.10943122961788,3,1,0,2025-07-31 12:00:21.443031,Confirmed,Analyst_2
3402,1509,2025-09-28 05:41:39.443031,156.08609452082453,Gas Station,Domestic,POS,5,6,1,156.08609452082453,,1,1,25,2025-09-28 05:41:39.443031,Pending,System
3410,4662,2025-09-11 09:53:43.443031,38.54645729688876,Online,Domestic,Online,9,3,0,64.85370463707957,60.81831387112695,4,1,0,2025-09-11 09:53:43.443031,Pending,Analyst_2
3499,3148,2025-09-02 05:56:13.443031,5.607623662869602,Online,International,Online,5,1,0,19.602962001224476,16.62356179359111,5,1,35,2025-09-02 05:56:13.443031,False Positive,Analyst_1
3501,1844,2025-10-04 02:58:06.443031,150.167814615444,Gas Station,Domestic,Online,2,5,1,111.37465432624086,57.590617362705615,4,1,25,2025-10-04 02:58:06.443031,Confirmed,System
3595,1845,2025-09-28 16:20:21.443031,64.29181823897217,Restaurant,Domestic,POS,16,6,1,47.09616490395915,24.318326160241554,2,1,10,2025-09-28 16:20:21.443031,Confirmed,System
3606,1685,2025-08-04 18:19:26.443031,18.789301612912947,Grocery,Domestic,Online,18,0,0,38.204755595799384,25.576828844692706,3,1,0,2025-08-04 18:19:26.443031,Confirmed,System
3621,4468,2025-10-06 15:21:37.443031,201.0845800319816,Travel,Domestic,Mobile,15,0,0,137.28132184567374,90.23143305066877,2,1,0,2025-10-06 15:21:37.443031,Confirmed,System
3664,1702,2025-10-01 05:15:23.443031,74.11250346564971,Travel,International,POS,5,2,0,74.0491387408319,48.99392122501022,3,1,35,2025-10-01 05:15:23.443031,Pending,Analyst_1
3690,2247,2025-09-24 00:34:37.443031,58.021792668520334,Online,International,Online,0,2,0,23.74470274603998,29.881968031748627,3,1,35,2025-09-24 00:34:37.443031,Confirmed,Analyst_2
3698,4967,2025-08-10 21:08:56.443031,93.45737065125522,Online,Domestic,Online,21,6,1,93.45737065125522,,1,1,10,2025-08-10 21:08:56.443031,Confirmed,Analyst_1
3771,3547,2025-10-01 09:05:50.443031,58.511032696026696,Gas Station,Domestic,Online,9,2,0,31.4256085442833,21.60779057985414,4,1,0,2025-10-01 09:05:50.443031,Pending,Analyst_2
3778,1593,2025-10-14 02:17:59.443031,196.79221920177406,Restaurant,Domestic,POS,2,1,0,65.93666185370117,84.72846958374426,5,1,15,2025-10-14 02:17:59.443031,Pending,Analyst_1
3788,1405,2025-10-24 00:52:03.443031,75.82511902947734,Grocery,Domestic,Online,0,4,0,51.72989273901368,27.518505796201648,6,1,15,2025-10-24 00:52:03.443031,Confirmed,Analyst_1
3798,4775,2025-10-09 05:02:45.443031,102.96736552508227,Grocery,Domestic,POS,5,3,0,59.22779346052697,36.91210293788756,5,1,15,2025-10-09 05:02:45.443031,Confirmed,Analyst_1
3814,3810,2025-09-11 05:46:13.443031,6.588850835299705,Retail,International,POS,5,3,0,14.74377722555859,20.28748805159001,4,1,35,2025-09-11 05:46:13.443031,Confirmed,System
3815,2326,2025-09-17 18:49:22.443031,195.73117663471024,Gas Station,Domestic,POS,18,2,0,101.01175130524418,86.65437504702273,3,1,0,2025-09-17 18:49:22.443031,Confirmed,System
3843,1137,2025-07-29 13:07:23.443031,95.35328038988455,Travel,Domestic,Mobile,13,1,0,103.7781912520673,11.914623203083258,2,1,0,2025-07-29 13:07:23.443031,Confirmed,Analyst_2
