transaction_id,customer_id,transaction_date,amount,merchant_category,location,device_type,hour,day_of_week,is_weekend,avg_amount,std_amount,transaction_count,is_fraud,risk_score
38,3904,2025-10-20 08:56:40.443031,119.74954846296511,Grocery,Domestic,Online,8,0,0,58.05076398368666,54.18309110250888,4,0,0
39,4632,2025-07-28 14:28:16.443031,71.43923467867238,Retail,International,Online,14,0,0,95.70673232070608,32.36357186142141,3,0,20
40,1474,2025-10-09 15:28:38.443031,56.41210266796739,Restaurant,Domestic,POS,15,3,0,46.50248823878494,41.66678340416998,3,0,0
41,2082,2025-10-14 05:01:22.443031,17.902817713168634,Gas Station,International,Mobile,5,1,0,90.71025139647428,71.50424417036858,7,1,35
42,3558,2025-08-12 11:21:40.443031,10.169789661595642,Retail,Domestic,Online,11,1,0,31.74768574138284,19.15199135371782,3,0,0
43,4753,2025-10-03 18:06:38.443031,70.62187429746099,Gas Station,Domestic,Online,18,4,0,70.62187429746099,,1,0,0
44,3047,2025-09-07 00:05:27.443031,32.13771943366735,Online,International,Online,0,6,1,32.13771943366735,,1,1,45
45,4547,2025-08-30 00:10:09.443031,12.79557729516671,Online,Domestic,Online,0,5,1,77.53266164916116,75.83487181894536,4,0,25
46,3747,2025-08-23 22:48:54.443031,47.93668871942185,Online,Domestic,Mobile,22,5,1,44.29055291653296,27.21704858237678,3,0,10
47,1975,2025-08-12 01:37:17.443031,2.058490882396365,Restaurant,Domestic,Online,1,1,0,44.783802463477315,60.422715094580944,2,0,15
48,2806,2025-08-17 21:02:43.443031,19.73889012717029,Online,Domestic,Mobile,21,6,1,59.47450149318123,58.75009547174197,3,0,10
49,1189,2025-10-10 02:23:53.443031,31.607966021174843,Restaurant,Domestic,Online,2,4,0,58.04701462556966,45.026220345929445,5,0,15
50,4005,2025-08-29 15:39:00.443031,8.005992486055339,Online,Domestic,Online,15,4,0,29.198859618735653,33.10485344269869,6,0,0
51,3734,2025-08-06 21:29:42.443031,208.84657736152673,Retail,Domestic,Mobile,21,2,0,86.84047691647538,83.92287052219073,4,0,0
52,4005,2025-08-05 23:26:29.443031,11.729020464797122,Retail,Domestic,POS,23,1,0,29.198859618735653,33.10485344269869,6,0,0
53,1562,2025-09-02 20:37:22.443031,6.98340231666427,Retail,Domestic,POS,20,1,0,48.392864843271184,34.15345566386442,5,0,0
54,2899,2025-08-06 08:41:36.443031,11.378596725190913,Restaurant,International,Online,8,2,0,20.420956322441302,13.016056789359254,3,0,20
55,4638,2025-08-31 19:48:38.443031,73.28011245991459,Travel,Domestic,Mobile,19,6,1,39.108713564732426,29.608378926927674,3,0,10
56,2267,2025-10-18 06:07:59.443031,27.71325162598201,Retail,Domestic,POS,6,5,1,27.71325162598201,,1,0,10
57,3879,2025-08-30 08:48:10.443031,41.668294433376374,Retail,Domestic,POS,8,5,1,25.9892640421521,22.173497424129305,2,0,10
58,2528,2025-09-24 14:06:42.443031,1.0616494951648638,Gas Station,Domestic,POS,14,2,0,7.415518846762853,11.52189445986744,3,0,0
59,4202,2025-08-22 15:42:22.443031,1.7519016840967023,Online,Domestic,POS,15,4,0,40.27941984422828,35.63105060941335,3,0,0
60,4556,2025-10-14 08:04:23.443031,29.51378748969702,Grocery,Domestic,POS,8,1,0,23.634491306030736,9.35656118062835,3,0,0
61,4890,2025-08-01 04:34:29.443031,84.81934907777897,Gas Station,International,Online,4,4,0,64.12843122912268,27.366114040042444,3,0,35
62,1646,2025-10-06 19:43:34.443031,108.24512585782784,Online,International,Mobile,19,0,0,55.50859910325432,74.58071136876947,2,0,20
63,3068,2025-09-10 13:51:56.443031,4.534902818547664,Online,Domestic,Online,13,2,0,37.656880917466594,41.11482943268452,7,0,0
64,3888,2025-09-18 00:49:48.443031,38.64883160965252,Restaurant,Domestic,POS,0,3,0,41.258863445613265,17.013148962007307,3,0,15
65,3214,2025-08-09 02:11:38.443031,122.2245361819772,Retail,Domestic,Mobile,2,5,1,76.49669723637663,64.66893001488093,2,0,25
66,2297,2025-10-25 12:25:55.443031,24.548923925152415,Retail,Domestic,Online,12,5,1,19.883847205349095,6.597414766656848,2,0,10
67,3435,2025-09-02 17:22:37.443031,88.47030824508788,Retail,Domestic,POS,17,1,0,45.9005240507582,42.465543002955364,3,0,0
68,1600,2025-08-04 14:56:44.443031,7.175949691092814,Travel,Domestic,POS,14,0,0,23.488261513150185,15.658179923623758,4,0,0
69,3363,2025-09-19 13:40:33.443031,136.9727786285637,Restaurant,Domestic,Online,13,4,0,69.50745066009877,95.41038180295199,2,0,0
70,3061,2025-08-25 10:28:58.443031,69.60019498419614,Retail,Domestic,Online,10,0,0,40.92353599129969,40.55492007130254,2,0,0
71,1241,2025-10-16 11:58:51.443031,141.79508158214003,Gas Station,Domestic,Online,11,3,0,59.79681766932696,51.243989863722526,6,0,0
72,3041,2025-09-27 00:09:53.443031,56.44593109592982,Online,Domestic,POS,0,5,1,50.877617794063134,51.9123127911515,4,0,25
73,3824,2025-09-26 00:35:00.443031,22.58099703576552,Restaurant,Domestic,Mobile,0,4,0,27.3733984238618,6.777479039381406,2,0,15
74,4417,2025-10-21 22:34:48.443031,139.17736546059393,Retail,Domestic,POS,22,1,0,96.69608751540528,60.07759941702684,2,0,0
75,3612,2025-10-19 15:15:02.443031,16.11828451439742,Restaurant,Domestic,Online,15,6,1,50.27563591491681,70.32498109881699,3,0,10
76,3945,2025-09-01 01:59:55.443031,20.18627026807612,Grocery,International,Online,1,0,0,20.532275558335673,5.753401363887942,3,0,35
77,2363,2025-09-22 00:39:21.443031,60.33355841550835,Retail,International,POS,0,0,0,30.734132875841997,24.704129289321543,4,0,35
78,3139,2025-08-15 15:23:34.443031,72.47583134383784,Online,Domestic,POS,15,4,0,64.26214821118393,41.26077745087123,5,0,0
79,2390,2025-10-04 09:05:57.443031,132.53872410029024,Retail,Domestic,POS,9,5,1,55.7689203250377,49.20886333467594,7,0,10
80,4003,2025-08-03 17:24:11.443031,11.458232657080353,Retail,Domestic,POS,17,6,1,50.56940347861529,43.825708614546315,5,0,10
81,2478,2025-08-01 10:06:23.443031,79.97389274953653,Online,Domestic,POS,10,4,0,32.845682054728286,32.45056167016776,4,0,0
82,4499,2025-09-30 04:10:59.443031,67.07485617017291,Travel,Domestic,Online,4,1,0,63.08895694011116,25.529086094530918,4,0,15
83,3556,2025-08-19 02:22:10.443031,3.2960167703578382,Grocery,Domestic,Online,2,1,0,44.054525121245554,33.6674580092866,5,0,15
84,1775,2025-10-11 00:42:28.443031,24.48772121701424,Retail,Domestic,Online,0,5,1,52.34949438690984,69.31354662755184,4,0,25
85,1034,2025-08-25 01:39:03.443031,16.617618740132432,Restaurant,Domestic,Online,1,0,0,33.51387859146947,55.96944795951011,4,0,15
86,3253,2025-08-04 17:15:24.443031,18.155524985529283,Gas Station,Domestic,Mobile,17,0,0,39.841382021300134,19.404022678721564,5,0,0
87,4152,2025-10-19 00:21:46.443031,203.57110373393192,Restaurant,Domestic,Mobile,0,6,1,84.19479766399601,103.91690793094986,3,1,25
88,2955,2025-08-19 13:46:12.443031,51.46980999199005,Online,Domestic,POS,13,1,0,67.2906621523777,43.29675962884534,4,0,0
89,2585,2025-10-20 02:22:52.443031,63.23502451526385,Retail,Domestic,Online,2,0,0,78.08320088495651,36.70344305776664,4,0,15
90,4943,2025-08-06 18:40:42.443031,187.7886636113732,Restaurant,Domestic,POS,18,2,0,79.4344572359982,94.31469836058598,3,0,0
91,4459,2025-09-02 21:05:10.443031,23.676635051643704,Online,Domestic,POS,21,1,0,27.260855910758586,5.06885374950081,2,0,0
92,4073,2025-08-23 23:03:12.443031,80.93406719431022,Travel,Domestic,Online,23,5,1,105.9903034795042,35.434869176546194,2,0,10
93,2021,2025-09-09 23:51:02.443031,28.504986938955607,Travel,Domestic,POS,23,1,0,28.504986938955607,,1,0,0
94,4461,2025-09-27 16:34:48.443031,101.83200535417039,Retail,Domestic,Online,16,5,1,63.67477650753847,37.91127330157501,5,0,10
95,3613,2025-10-16 22:56:46.443031,9.962657002461487,Retail,Domestic,POS,22,3,0,15.64703582951469,12.712391440653153,4,0,0
96,2129,2025-09-01 09:26:55.443031,147.52473209791938,Grocery,Domestic,POS,9,0,0,79.13132866383313,69.15391465046999,3,0,0
97,4843,2025-08-12 18:20:22.443031,12.344393254175555,Restaurant,Domestic,Mobile,18,1,0,38.43895563827257,34.493782787150664,4,1,0
98,4893,2025-09-01 21:54:44.443031,19.742619164583438,Travel,Domestic,POS,21,0,0,92.40558346906694,65.23385187849145,5,0,0
99,2500,2025-08-31 11:10:07.443031,70.5687604450796,Retail,Domestic,POS,11,6,1,47.33092057587889,30.681292747249493,5,0,10
100,1702,2025-08-17 07:30:53.443031,25.02356588495185,Restaurant,Domestic,POS,7,6,1,74.0491387408319,48.99392122501022,3,0,10
101,3449,2025-10-01 00:56:57.443031,46.851640553577745,Restaurant,Domestic,Mobile,0,2,0,88.34809763260523,80.65535934892999,3,0,15
102,3777,2025-08-22 21:25:53.443031,29.400949690668092,Travel,Domestic,POS,21,4,0,25.603990229497548,5.369711565768223,2,0,0
103,2579,2025-10-04 02:41:16.443031,67.81152938586439,Retail,Domestic,Online,2,5,1,19.513826118565014,27.203799223497512,5,0,25
104,1161,2025-10-02 08:06:34.443031,12.959995220950264,Retail,Domestic,Online,8,3,0,13.675281385338085,2.4156721795931575,4,0,0
105,1201,2025-09-28 21:21:35.443031,3.011815432946526,Online,Domestic,Online,21,6,1,38.593709074897035,35.55425664294113,4,0,10
106,2981,2025-08-03 21:42:28.443031,17.82870441360368,Travel,International,Mobile,21,6,1,61.20364350628921,64.96540350212761,3,0,30
107,1995,2025-09-25 02:42:22.443031,32.15205269135781,Grocery,International,POS,2,3,0,26.85178609256435,19.646412436371698,3,0,35
108,3317,2025-09-27 14:56:04.443031,9.197346982224508,Grocery,Domestic,Mobile,14,5,1,11.86444560633724,8.556968354269461,4,0,10
109,4934,2025-08-13 14:06:36.443031,21.90953659796779,Grocery,Domestic,Online,14,2,0,35.48160388189086,19.19380162236418,2,0,0
110,1815,2025-09-17 19:57:51.443031,25.53986606612281,Retail,Domestic,POS,19,2,0,20.850703064016702,23.41159119166649,4,0,0
111,4342,2025-10-06 18:18:59.443031,2.9552305768193454,Retail,International,POS,18,0,0,42.04931258947194,38.32556530407606,5,0,20
112,1455,2025-08-20 17:46:43.443031,43.77030674777809,Retail,Domestic,Mobile,17,2,0,44.060219075780516,15.123888998896785,4,0,0
113,4533,2025-08-12 20:05:00.443031,107.85650325194625,Online,Domestic,Online,20,1,0,51.91054305519864,48.45464681424031,3,0,0
114,4798,2025-09-10 20:28:20.443031,8.228576022456812,Travel,Domestic,Online,20,2,0,12.08902819925249,5.635264060895371,3,0,0
115,2275,2025-09-02 19:31:23.443031,45.54128628821411,Travel,Domestic,Online,19,1,0,25.156222488073805,28.828833695999247,2,0,0
116,2016,2025-08-23 04:21:07.443031,54.64232786109861,Retail,Domestic,Online,4,5,1,49.51057221555775,43.27100135641019,9,0,25
117,4773,2025-10-25 19:38:44.443031,27.179036506796727,Gas Station,Domestic,POS,19,5,1,34.68551754958391,25.97614730844906,3,0,10
118,3343,2025-09-28 02:38:08.443031,60.38190690047156,Grocery,Domestic,POS,2,6,1,55.199938717093495,31.583616417802755,5,0,25
119,4796,2025-10-02 18:51:41.443031,26.443670781082584,Restaurant,Domestic,Online,18,3,0,30.62043652386707,5.906838760301158,2,1,0
120,3767,2025-09-20 01:06:54.443031,35.1232516592031,Retail,International,POS,1,5,1,21.687852163378096,19.00052418289636,2,0,45
121,4820,2025-08-18 07:04:06.443031,0.3690105720673507,Restaurant,Domestic,POS,7,0,0,6.369910160306936,8.486553584127542,2,0,0
122,1337,2025-10-02 10:35:41.443031,58.83735941515056,Online,Domestic,Online,10,3,0,35.87793080601074,23.692419253298723,5,0,0
123,1878,2025-08-28 10:57:41.443031,54.13832676009014,Restaurant,Domestic,POS,10,3,0,54.13832676009014,,1,0,0
124,2076,2025-10-17 19:18:55.443031,1.9578813781308682,Online,Domestic,POS,19,4,0,10.758698456439951,17.24543190593776,4,0,0
125,1791,2025-10-10 13:37:42.443031,22.963085135505064,Retail,Domestic,Mobile,13,4,0,34.38472669521759,26.992958282203798,3,0,0
126,4993,2025-10-11 07:32:20.443031,193.23751100352615,Grocery,Domestic,Online,7,5,1,75.72342132331661,79.43977688861519,5,0,10
127,3264,2025-08-02 09:40:22.443031,27.29989589780929,Restaurant,International,POS,9,5,1,59.631355312726775,56.003791205909856,3,0,30
128,1763,2025-08-19 05:02:55.443031,34.85227898584539,Restaurant,Domestic,Mobile,5,1,0,30.237243093192014,6.526646350229025,2,0,15
129,3235,2025-10-15 18:16:00.443031,120.35849445762416,Grocery,Domestic,Online,18,2,0,44.26315484416647,41.30684904175374,6,0,0
130,1379,2025-07-31 02:07:37.443031,63.16170830807772,Retail,Domestic,POS,2,3,0,63.16170830807772,,1,0,15
131,1492,2025-10-14 03:13:14.443031,43.62208191713995,Retail,Domestic,POS,3,1,0,39.19827777798939,46.22344445117889,5,0,15
132,4112,2025-08-27 14:23:12.443031,79.92605623483891,Travel,Domestic,POS,14,2,0,62.58170124284169,24.528622060295973,2,0,0
133,2180,2025-09-04 22:06:35.443031,99.88985809830008,Online,Domestic,Mobile,22,3,0,69.4605415162988,43.03355220401071,2,0,0
134,3062,2025-08-22 23:12:34.443031,30.521992544632415,Travel,Domestic,Online,23,4,0,51.96783272350183,29.030090665332178,5,0,0
135,4884,2025-08-03 09:33:31.443031,32.22817235449181,Online,Domestic,Online,9,6,1,28.975340528592916,20.63898721966102,5,0,10
136,1064,2025-08-17 10:57:13.443031,24.392165568190226,Retail,Domestic,Mobile,10,6,1,97.09398992255855,67.0409711844534,3,0,10
137,4928,2025-10-24 15:05:21.443031,170.11911419677435,Restaurant,International,POS,15,4,0,98.80355629975072,79.79429937789307,3,1,20
138,4910,2025-09-21 00:57:12.443031,59.72856590439909,Retail,Domestic,POS,0,6,1,39.375930571619065,28.782972917651364,2,0,25
139,3568,2025-10-21 01:24:45.443031,4.344554640734276,Travel,Domestic,POS,1,1,0,51.08510771376133,66.10112406869432,2,0,15
140,2367,2025-10-05 16:11:22.443031,99.3739838116295,Gas Station,Domestic,POS,16,6,1,78.77434697957874,46.13115595370722,5,0,10
141,2152,2025-08-27 12:34:50.443031,32.750192844142205,Grocery,International,Online,12,2,0,68.07997190384839,74.10505164900437,6,0,20
142,3027,2025-08-17 14:47:01.443031,3.561585205662998,Travel,Domestic,Online,14,6,1,14.768292030076212,15.848676780624288,2,0,10
143,3695,2025-09-29 14:36:39.443031,39.89397858349982,Retail,Domestic,POS,14,0,0,39.800005804809395,0.1328975781178894,2,0,0
144,2495,2025-09-14 10:37:16.443031,26.99249572296216,Travel,Domestic,POS,10,6,1,51.774026496901946,67.2261016339804,3,0,10
145,4134,2025-09-04 09:13:01.443031,105.08411412198089,Gas Station,Domestic,POS,9,3,0,47.32235175457938,45.6883443165506,4,0,0
146,2162,2025-10-21 20:47:21.443031,11.40746568877711,Gas Station,Domestic,Mobile,20,1,0,38.63319874274725,47.387989039160175,3,0,0
147,2522,2025-10-24 18:22:42.443031,87.5686860262072,Travel,Domestic,Online,18,4,0,28.266869871721436,29.99878224536864,6,0,0
148,3640,2025-09-28 09:16:53.443031,40.78706631177119,Restaurant,Domestic,Online,9,6,1,29.344157006070816,11.963380621220285,4,0,10
149,1391,2025-09-10 12:31:49.443031,2.8079029470381958,Restaurant,Domestic,POS,12,2,0,133.33403275062236,201.1423827875796,4,0,0
150,2698,2025-08-10 20:14:34.443031,178.5020511355982,Gas Station,Domestic,POS,20,6,1,75.77280828071277,93.3869302062551,5,0,10
151,1418,2025-08-22 16:32:36.443031,35.93507073255474,Online,Domestic,POS,16,4,0,141.67134266127388,149.5336697963642,2,0,0
152,3336,2025-08-10 12:41:25.443031,17.186303907754372,Retail,Domestic,Mobile,12,6,1,21.26711598681494,16.878937829460263,4,0,10
153,1378,2025-08-20 22:00:42.443031,31.68798660887132,Gas Station,Domestic,Online,22,2,0,57.80610164970463,36.9365925143672,2,0,0
154,2796,2025-10-08 07:16:41.443031,97.54635990236143,Retail,Domestic,Online,7,2,0,56.17586242697556,58.50671861181259,2,0,0
155,4561,2025-09-20 11:24:38.443031,18.185202687856584,Retail,Domestic,Online,11,5,1,48.16456233970786,37.03898976312153,7,0,10
156,3278,2025-09-18 07:14:10.443031,10.701534770501977,Retail,Domestic,Online,7,3,0,153.63398054593796,150.00456881304194,4,0,0
157,4065,2025-08-22 11:33:37.443031,6.90975522387576,Gas Station,Domestic,POS,11,4,0,21.870223183950866,21.157296688586364,2,0,0
158,3088,2025-10-08 11:59:47.443031,17.68108039088484,Online,Domestic,POS,11,2,0,94.28377747717974,108.33257313379623,2,0,0
159,4099,2025-09-22 17:30:43.443031,75.71731669880259,Travel,Domestic,Online,17,0,0,75.71731669880259,,1,0,0
160,3182,2025-09-07 13:39:04.443031,31.897580193027466,Online,Domestic,POS,13,6,1,16.202331552193314,22.196433492685546,2,0,10
161,1200,2025-10-23 03:24:25.443031,12.904972825242004,Restaurant,International,POS,3,3,0,73.3021915549016,112.91051625613012,3,0,35
162,2863,2025-09-22 15:03:29.443031,9.08718616517926,Online,Domestic,Online,15,0,0,63.973385945583935,54.40998516734895,5,0,0
163,1779,2025-09-04 17:59:55.443031,20.227986642481522,Gas Station,Domestic,Mobile,17,3,0,37.134214715258814,30.231434840333915,5,0,0
164,3977,2025-09-01 02:50:27.443031,140.60755292789034,Online,Domestic,Mobile,2,0,0,93.45676878896994,77.31117622881979,3,0,15
165,4104,2025-08-18 06:22:56.443031,21.0055959878204,Grocery,Domestic,POS,6,0,0,37.358324819174854,18.05265641330901,4,0,0
166,4119,2025-08-10 09:39:51.443031,221.66210588711576,Grocery,Domestic,POS,9,6,1,87.20418838518992,116.8974503259487,3,0,10
167,1502,2025-09-15 10:36:37.443031,33.20179826967873,Travel,Domestic,Online,10,0,0,25.288438956386177,21.10157510956329,3,0,0
168,3454,2025-09-13 21:18:11.443031,9.871592316682497,Grocery,Domestic,Mobile,21,5,1,31.222155586725695,20.30592302626294,3,0,10
169,4645,2025-08-05 19:09:44.443031,110.88467346008841,Online,Domestic,Mobile,19,1,0,65.10904861470236,54.30369933884475,4,0,0
170,2751,2025-10-09 08:25:41.443031,30.84222272317241,Restaurant,Domestic,Mobile,8,3,0,17.93820291480895,9.47239753318802,6,0,0
171,1804,2025-08-01 13:07:01.443031,61.83708497195263,Gas Station,Domestic,Online,13,4,0,133.29577833982142,115.30538748245779,4,0,0
172,3146,2025-10-19 13:50:35.443031,205.8650525056161,Gas Station,Domestic,POS,13,6,1,160.7714145591778,38.56558473154668,4,0,10
173,3731,2025-08-07 14:49:44.443031,2.5738945354293117,Travel,Domestic,POS,14,3,0,2.5738945354293117,,1,0,0
174,2895,2025-08-11 19:28:26.443031,5.084726612342599,Gas Station,Domestic,POS,19,0,0,34.48606947683377,24.07859406979211,5,0,0
175,3773,2025-09-26 21:22:59.443031,63.72991136049364,Grocery,Domestic,Online,21,4,0,53.584344575029725,47.1155104988098,9,0,0
176,2570,2025-08-12 12:06:47.443031,16.552100581501072,Online,Domestic,POS,12,1,0,47.59644051240015,43.903326565198114,2,0,0
177,1960,2025-10-12 21:00:24.443031,10.185517562767199,Travel,Domestic,Online,21,6,1,10.185517562767199,,1,0,10
178,4810,2025-10-02 00:57:51.443031,2.007875341000006,Gas Station,Domestic,Online,0,3,0,43.53848484543068,51.48480549010623,4,0,15
179,3660,2025-09-06 23:01:55.443031,1.1044442509364312,Gas Station,Domestic,POS,23,5,1,66.49341180531583,85.39001872605141,6,0,10
180,2485,2025-09-23 21:03:42.443031,74.46856389096142,Online,Domestic,Mobile,21,1,0,139.6778388290139,118.0613705978853,3,0,0
181,3690,2025-08-03 03:21:30.443031,7.2185494603352165,Travel,Domestic,Online,3,6,1,3.8865083400292986,4.712217742721471,2,0,25
182,4840,2025-09-03 07:54:03.443031,31.529338476935248,Grocery,Domestic,Mobile,7,2,0,24.70412190807304,9.652313837818493,2,0,0
183,2028,2025-09-03 00:33:55.443031,46.55712567820531,Retail,Domestic,Mobile,0,2,0,82.5594164981008,96.6439399768695,4,0,15
184,4289,2025-09-23 19:50:55.443031,27.96157563870309,Gas Station,Domestic,POS,19,1,0,30.180962370372747,20.617487178682445,5,0,0
185,1502,2025-09-11 09:57:48.443031,1.374040733015261,Online,Domestic,POS,9,3,0,25.288438956386177,21.10157510956329,3,0,0
186,3814,2025-09-17 08:15:13.443031,76.50858359617665,Grocery,Domestic,POS,8,2,0,47.6725076989713,54.36578439963465,4,0,0
187,1397,2025-08-21 09:09:55.443031,0.528443945082271,Restaurant,Domestic,Online,9,3,0,36.01056528214087,46.63768389305111,6,0,0
188,1870,2025-09-19 16:26:16.443031,71.75110418121385,Retail,International,Online,16,4,0,63.91208370506458,63.0371299408993,6,0,20
189,3842,2025-10-19 13:05:24.443031,111.8888118831853,Online,Domestic,Mobile,13,6,1,46.289528017744985,46.8556114590526,4,0,10
190,1392,2025-07-29 02:04:50.443031,28.3556844461547,Gas Station,Domestic,POS,2,1,0,44.037794432743084,48.74818907880441,4,0,15
191,1206,2025-10-02 00:30:11.443031,38.34425816125082,Retail,Domestic,Online,0,3,0,47.74975990589547,13.301388128200282,2,0,15
192,2038,2025-10-05 22:43:53.443031,32.40710306721102,Gas Station,Domestic,Mobile,22,6,1,32.40710306721102,,1,0,10
193,2881,2025-08-08 02:15:10.443031,24.649990806133594,Grocery,International,Online,2,4,0,64.48529640874258,58.83987390549086,6,0,35
194,4625,2025-10-02 03:49:42.443031,109.20657427566516,Travel,Domestic,POS,3,3,0,89.27673463695771,28.185049512980992,2,0,15
195,3939,2025-10-21 21:02:04.443031,112.18445618418788,Retail,Domestic,Online,21,1,0,55.44868124779375,52.136139181280676,3,0,0
196,2484,2025-09-18 02:33:34.443031,20.459830423318632,Grocery,Domestic,POS,2,3,0,23.44187463625898,4.217247369536443,2,0,15
197,4762,2025-10-08 21:00:00.443031,47.73465701841266,Gas Station,Domestic,POS,21,2,0,53.815995649475475,14.448477666382752,3,0,0
198,4646,2025-08-22 21:04:32.443031,130.80151834527408,Retail,Domestic,POS,21,4,0,41.10535538075978,60.81560154763292,4,0,0
199,1863,2025-10-10 14:17:34.443031,163.58548756225147,Retail,International,POS,14,4,0,85.44401248546126,110.50873383743591,2,1,20
200,3790,2025-09-28 04:52:38.443031,35.561386696895234,Retail,Domestic,Online,4,6,1,28.183160883783977,10.434387011153193,2,0,25
